CCD Test spectrum
 
BS1319_15K_30 um Slit_300 line per mm Grating_ 375 nm Diode laser excitation_Filter 0.55_Power  in front of mono





 
 
 
 
 
 
 
661.911 121.000  2
661.643	125.000 2
661.375	122.000 2
661.107	123.000
660.839	123.000
660.571	127.000
660.303	123.000
660.035	122.000
659.767	122.000
659.499	129.000
659.231	122.000
658.963	127.000
658.695	127.000
658.427	126.000
658.159	123.000
657.891	124.000
657.623	126.000
657.355	125.000
657.087	114.000
656.819	124.000
656.551	127.000
656.283	128.000
656.015	127.000
655.747	127.000
655.479	126.000
655.211	126.000
654.943	126.000
654.675	128.000
654.407	126.000
654.139	132.000
653.871	130.000
653.603	125.000
653.335	128.000
653.067	130.000
652.799	134.000
652.531	128.000
652.263	135.000
651.995	128.000
651.727	132.000
651.459	129.000
651.191	127.000
650.923	127.000
650.655	131.000
650.387	129.000
650.119	126.000
649.851	132.000
649.583	133.000
649.315	130.000
649.047	130.000
648.779	127.000
648.511	134.000
648.243	135.000
647.975	138.000
647.707	128.000
647.439	136.000
647.171	132.000
646.903	125.000
646.635	135.000
646.367	133.000
646.099	135.000
645.831	128.000
645.563	135.000
645.295	131.000
645.027	137.000
644.759	138.000
644.491	131.000
644.223	137.000
643.955	136.000
643.687	135.000
643.419	136.000
643.151	133.000
642.883	137.000
642.615	138.000
642.347	131.000
642.079	137.000
641.811	135.000
641.543	141.000
641.275	138.000
641.007	136.000
640.739	142.000
640.471	143.000
640.203	140.000
639.935	144.000
639.667	142.000
639.399	151.000
639.131	141.000
638.863	147.000
638.595	140.000
638.327	142.000
638.059	144.000
637.791	143.000
637.523	140.000
637.255	136.000
636.987	144.000
636.719	143.000
636.451	141.000
636.183	144.000
635.915	132.000
635.647	137.000
635.379	138.000
635.111	142.000
634.843	138.000
634.575	140.000
634.307	143.000
634.039	140.000
633.771	142.000
633.503	147.000
633.235	147.000
632.967	148.000
632.699	140.000
632.431	142.000
632.163	150.000
631.895	145.000
631.627	143.000
631.359	140.000
631.091	140.000
630.823	143.000
630.555	149.000
630.287	147.000
630.019	145.000
629.751	150.000
629.483	148.000
629.215	147.000
628.947	149.000
628.679	148.000
628.411	151.000
628.143	153.000
627.875	151.000
627.607	152.000
627.339	149.000
627.071	151.000
626.803	156.000
626.535	151.000
626.267	152.000
625.999	152.000
625.731	153.000
625.463	151.000
625.195	148.000
624.927	155.000
624.659	154.000
624.391	155.000
624.123	150.000
623.855	149.000
623.587	156.000
623.319	159.000
623.051	153.000
622.783	154.000
622.515	159.000
622.247	157.000
621.979	154.000
621.711	158.000
621.443	153.000
621.175	154.000
620.907	153.000
620.639	161.000
620.371	155.000
620.103	156.000
619.835	161.000
619.567	156.000
619.299	156.000
619.031	160.000
618.763	160.000
618.495	156.000
618.227	154.000
617.959	158.000
617.691	158.000
617.423	161.000
617.155	158.000
616.887	160.000
616.619	158.000
616.351	158.000
616.083	157.000
615.815	158.000
615.547	157.000
615.279	157.000
615.011	154.000
614.743	152.000
614.475	155.000
614.207	157.000
613.939	157.000
613.671	156.000
613.403	156.000
613.135	160.000
612.867	155.000
612.599	155.000
612.331	156.000
612.063	156.000
611.795	157.000
611.527	159.000
